"value_numeric","value_nominal","customerid","companyname","country","balance","orderid","orderdate","requireddate","pyear","shippeddate","shipvia","freight","shipname","shipaddress","shipcity","shipregion","shippostalcode","shipcountry","unitprice","quantity","discount","productname","supplierid","categoryid","quantityperunit","p_unitprice","unitsinstock","unitsonorder","reorderlevel","discontinued"
"43.2","L","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10280,"1996-08-14 00:00:00","1996-09-11","1996","1996-09-12",1,"$8.98","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$3.60",12,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"384","M","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10280,"1996-08-14 00:00:00","1996-09-11","1996","1996-09-12",1,"$8.98","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$19.20",20,"0","Pâté chinois",25,6,"24 boxes x 2 pies","$24.00",115,0,20,0
"186","L","BERGS","Berglunds snabbköp","Sweden","$1,000.00",10280,"1996-08-14 00:00:00","1996-09-11","1996","1996-09-12",1,"$8.98","Berglunds snabbköp","Berguvsvägen  8","Luleå",NULL,"S-958 22","Sweden","$6.20",30,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"7.3","L","ROMEY","Romero y tomillo","Spain","$1,000.00",10281,"1996-08-14 00:00:00","1996-08-28","1996","1996-08-21",1,"$2.94","Romero y tomillo","Gran Vía, 1","Madrid",NULL,"28001","Spain","$7.30",1,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"21.6","L","ROMEY","Romero y tomillo","Spain","$1,000.00",10281,"1996-08-14 00:00:00","1996-08-28","1996","1996-08-21",1,"$2.94","Romero y tomillo","Gran Vía, 1","Madrid",NULL,"28001","Spain","$3.60",6,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"57.6","L","ROMEY","Romero y tomillo","Spain","$1,000.00",10281,"1996-08-14 00:00:00","1996-08-28","1996","1996-08-21",1,"$2.94","Romero y tomillo","Gran Vía, 1","Madrid",NULL,"28001","Spain","$14.40",4,"0","Steeleye Stout",16,1,"24 - 12 oz bottles","$18.00",20,0,15,0
"124.2","L","ROMEY","Romero y tomillo","Spain","$1,000.00",10282,"1996-08-15 00:00:00","1996-09-12","1996","1996-08-21",1,"$12.69","Romero y tomillo","Gran Vía, 1","Madrid",NULL,"28001","Spain","$20.70",6,"0","Nord-Ost Matjeshering",13,8,"10 - 200 g glasses","$25.89",10,0,15,0
"31.2","L","ROMEY","Romero y tomillo","Spain","$1,000.00",10282,"1996-08-15 00:00:00","1996-09-12","1996","1996-08-21",1,"$12.69","Romero y tomillo","Gran Vía, 1","Madrid",NULL,"28001","Spain","$15.60",2,"0","Ravioli Angelo",26,5,"24 - 250 g pkgs.","$19.50",36,0,20,0
"248","M","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10283,"1996-08-16 00:00:00","1996-09-13","1996","1996-08-23",3,"$84.81","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$12.40",20,"0","Genen Shouyu",6,2,"24 - 250 ml bottles","$15.50",39,0,5,0
"131.4","L","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10283,"1996-08-16 00:00:00","1996-09-13","1996","1996-08-23",3,"$84.81","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$7.30",18,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"952","M","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10283,"1996-08-16 00:00:00","1996-09-13","1996","1996-08-23",3,"$84.81","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$27.20",35,"0","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"83.4","L","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10283,"1996-08-16 00:00:00","1996-09-13","1996","1996-08-23",3,"$84.81","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$27.80",3,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"394.88","M","LEHMS","Lehmanns Marktstand","Germany","$1,000.00",10284,"1996-08-19 00:00:00","1996-09-16","1996","1996-08-27",1,"$76.56","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany","$35.10",15,"0.25","Schoggi Schokolade",11,3,"100 - 100 g pieces","$43.90",49,0,30,0
"325.5","M","LEHMS","Lehmanns Marktstand","Germany","$1,000.00",10284,"1996-08-19 00:00:00","1996-09-16","1996","1996-08-27",1,"$76.56","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany","$15.50",21,"0","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"408","M","LEHMS","Lehmanns Marktstand","Germany","$1,000.00",10284,"1996-08-19 00:00:00","1996-09-16","1996","1996-08-27",1,"$76.56","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany","$27.20",20,"0.25","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"42","L","LEHMS","Lehmanns Marktstand","Germany","$1,000.00",10284,"1996-08-19 00:00:00","1996-09-16","1996","1996-08-27",1,"$76.56","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.",NULL,"60528","Germany","$11.20",5,"0.25","Laughing Lumberjack Lager",16,1,"24 - 12 oz bottles","$14.00",52,0,10,0
"518.4","M","QUICK","QUICK-Stop","Germany","$1,000.00",10285,"1996-08-20 00:00:00","1996-09-17","1996","1996-08-26",2,"$76.83","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$14.40",45,"0.2","Chai",1,1,"10 boxes x 20 bags","$18.00",39,0,10,0
"470.4","M","QUICK","QUICK-Stop","Germany","$1,000.00",10285,"1996-08-20 00:00:00","1996-09-17","1996","1996-08-26",2,"$76.83","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$14.70",40,"0.2","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"754.56","M","QUICK","QUICK-Stop","Germany","$1,000.00",10285,"1996-08-20 00:00:00","1996-09-17","1996","1996-08-26",2,"$76.83","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$26.20",36,"0.2","Perth Pasties",24,6,"48 pieces","$32.80",0,0,0,1
"1440","H","QUICK","QUICK-Stop","Germany","$1,000.00",10286,"1996-08-21 00:00:00","1996-09-18","1996","1996-08-30",3,"$229.24","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$14.40",100,"0","Steeleye Stout",16,1,"24 - 12 oz bottles","$18.00",20,0,15,0
"1576","H","QUICK","QUICK-Stop","Germany","$1,000.00",10286,"1996-08-21 00:00:00","1996-09-18","1996","1996-08-30",3,"$229.24","QUICK-Stop","Taucherstraße 10","Cunewalde",NULL,"01307","Germany","$39.40",40,"0","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"472.6","M","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10287,"1996-08-22 00:00:00","1996-09-19","1996","1996-08-28",3,"$12.76","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$13.90",40,"0.15","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"224","M","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10287,"1996-08-22 00:00:00","1996-09-19","1996","1996-08-28",3,"$12.76","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$11.20",20,"0","Sasquatch Ale",16,1,"24 - 12 oz bottles","$14.00",111,0,15,0
"122.4","L","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10287,"1996-08-22 00:00:00","1996-09-19","1996","1996-08-28",3,"$12.76","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$9.60",15,"0.15","Spegesild",21,8,"4 - 450 g glasses","$12.00",95,0,0,0
"53.1","L","REGGC","Reggiani Caseifici","Italy","$1,000.00",10288,"1996-08-23 00:00:00","1996-09-20","1996","1996-09-03",1,"$7.45","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$5.90",10,"0.1","Tourtière",25,6,"16 pies","$7.45",21,0,10,0
"27","L","REGGC","Reggiani Caseifici","Italy","$1,000.00",10288,"1996-08-23 00:00:00","1996-09-20","1996","1996-09-03",1,"$7.45","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia",NULL,"42100","Italy","$10.00",3,"0.1","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"240","M","BSBEV","B's Beverages","UK","$1,000.00",10289,"1996-08-26 00:00:00","1996-09-23","1996","1996-08-28",3,"$22.77","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","$8.00",30,"0","Aniseed Syrup",1,2,"12 - 550 ml bottles","$10.00",83,0,25,0
"239.4","M","BSBEV","B's Beverages","UK","$1,000.00",10289,"1996-08-26 00:00:00","1996-09-23","1996","1996-08-28",3,"$22.77","B's Beverages","Fauntleroy Circus","London",NULL,"EC2 5NT","UK","$26.60",9,"0","Wimmers gute Semmelknödel",12,5,"20 bags x 4 pieces","$33.25",22,80,30,0
"340","M","COMMI","Comércio Mineiro","Brazil","$1,000.00",10290,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-03",1,"$79.70","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","$17.00",20,"0","Chef Anton's Gumbo Mix",2,2,"36 boxes","$21.35",0,0,0,1
"1485","H","COMMI","Comércio Mineiro","Brazil","$1,000.00",10290,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-03",1,"$79.70","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","$99.00",15,"0","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
"240","M","COMMI","Comércio Mineiro","Brazil","$1,000.00",10290,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-03",1,"$79.70","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","$16.00",15,"0","Maxilaku",23,3,"24 - 50 g pkgs.","$20.00",10,60,15,0
"104","L","COMMI","Comércio Mineiro","Brazil","$1,000.00",10290,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-03",1,"$79.70","Comércio Mineiro","Av. dos Lusíadas, 23","Sao Paulo","SP","05432-043","Brazil","$10.40",10,"0","Original Frankfurter grüne Soße",12,2,"12 boxes","$13.00",32,0,15,0
"86.4","L","QUEDE","Que Delícia","Brazil","$1,000.00",10291,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-04",2,"$6.40","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","$4.80",20,"0.1","Konbu",6,8,"2 kg box","$6.00",24,0,5,0
"334.8","M","QUEDE","Que Delícia","Brazil","$1,000.00",10291,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-04",2,"$6.40","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","$15.50",24,"0.1","Gula Malacca",20,2,"20 - 2 kg bags","$19.45",27,0,15,0
"76.32","L","QUEDE","Que Delícia","Brazil","$1,000.00",10291,"1996-08-27 00:00:00","1996-09-24","1996","1996-09-04",2,"$6.40","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil","$42.40",2,"0.1","Manjimup Dried Apples",24,7,"50 - 300 g pkgs.","$53.00",20,0,10,0
"1296","H","TRADH","Tradição Hipermercados","Brazil","$1,000.00",10292,"1996-08-28 00:00:00","1996-09-25","1996","1996-09-02",2,"$1.35","Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil","$64.80",20,"0","Sir Rodney's Marmalade",8,3,"30 gift boxes","$81.00",40,0,0,0
"600","M","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10293,"1996-08-29 00:00:00","1996-09-26","1996","1996-09-11",3,"$21.18","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$50.00",12,"0","Carnarvon Tigers",7,8,"16 kg pkg.","$62.50",42,0,0,0
"36","L","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10293,"1996-08-29 00:00:00","1996-09-26","1996","1996-09-11",3,"$21.18","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$3.60",10,"0","Guaraná Fantástica",10,1,"12 - 355 ml cans","$4.50",20,0,0,1
"175.5","L","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10293,"1996-08-29 00:00:00","1996-09-26","1996","1996-09-11",3,"$21.18","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$35.10",5,"0","Vegie-spread",7,2,"15 - 625 g jars","$43.90",24,0,5,0
"37.2","L","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10293,"1996-08-29 00:00:00","1996-09-26","1996","1996-09-11",3,"$21.18","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$6.20",6,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"259.2","M","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10294,"1996-08-30 00:00:00","1996-09-27","1996","1996-09-05",2,"$147.26","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$14.40",18,"0","Chai",1,1,"10 boxes x 20 bags","$18.00",39,0,10,0
"468","M","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10294,"1996-08-30 00:00:00","1996-09-27","1996","1996-09-05",2,"$147.26","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$31.20",15,"0","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"552","M","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10294,"1996-08-30 00:00:00","1996-09-27","1996","1996-09-05",2,"$147.26","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$36.80",15,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"571.2","M","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10294,"1996-08-30 00:00:00","1996-09-27","1996","1996-09-05",2,"$147.26","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$27.20",21,"0","Camembert Pierrot",28,4,"15 - 300 g rounds","$34.00",19,0,0,0
"37.2","L","RATTC","Rattlesnake Canyon Grocery","USA","$1,000.00",10294,"1996-08-30 00:00:00","1996-09-27","1996","1996-09-05",2,"$147.26","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA","$6.20",6,"0","Rhönbräu Klosterbier",12,1,"24 - 0.5 l bottles","$7.75",125,0,25,0
"121.6","L","VINET","Vins et alcools Chevalier","France","$1,000.00",10295,"1996-09-02 00:00:00","1996-09-30","1996","1996-09-10",2,"$1.15","Vins et alcools Chevalier","59 rue de l'Abbaye","Reims",NULL,"51100","France","$30.40",4,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"201.6","M","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10296,"1996-09-03 00:00:00","1996-10-01","1996","1996-09-11",1,"$0.12","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$16.80",12,"0","Queso Cabrales",5,4,"1 kg pkg.","$21.00",10,30,30,0
"417","M","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10296,"1996-09-03 00:00:00","1996-10-01","1996","1996-09-11",1,"$0.12","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$13.90",30,"0","Pavlova",7,3,"32 - 500 g boxes","$17.45",29,0,10,0
"432","M","LILAS","LILA-Supermercado","Venezuela","$1,000.00",10296,"1996-09-03 00:00:00","1996-10-01","1996","1996-09-11",1,"$0.12","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela","$28.80",15,"0","Gudbrandsdalsost",15,4,"10 kg pkg.","$36.00",26,0,15,0
"864","M","BLONP","Blondesddsl père et fils","France","$1,000.00",10297,"1996-09-04 00:00:00","1996-10-16","1996","1996-09-10",2,"$5.74","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$14.40",60,"0","Chartreuse verte",18,1,"750 cc per bottle","$23.81",69,0,5,0
"556","M","BLONP","Blondesddsl père et fils","France","$1,000.00",10297,"1996-09-04 00:00:00","1996-10-16","1996","1996-09-10",2,"$5.74","Blondel père et fils","24, place Kléber","Strasbourg",NULL,"67000","France","$27.80",20,"0","Mozzarella di Giovanni",14,4,"24 - 200 g pkgs.","$34.80",9,0,0,0
"608","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10298,"1996-09-05 00:00:00","1996-10-03","1996","1996-09-11",2,"$168.22","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$15.20",40,"0","Chang",1,1,"24 - 12 oz bottles","$19.00",17,40,25,0
"456","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10298,"1996-09-05 00:00:00","1996-10-03","1996","1996-09-11",2,"$168.22","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$15.20",40,"0.25","Inlagd Sill",17,8,"24 - 250 g  jars","$19.00",112,0,20,0
"990","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10298,"1996-09-05 00:00:00","1996-10-03","1996","1996-09-11",2,"$168.22","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$44.00",30,"0.25","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"591","M","HU   ","Hungry Owl All-Night Grocers","Ireland","$1,000.00",10298,"1996-09-05 00:00:00","1996-10-03","1996","1996-09-11",2,"$168.22","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork",NULL,"Ireland","$39.40",15,"0","Tarte au sucre",29,3,"48 pies","$49.30",17,0,0,0
"109.5","L","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10299,"1996-09-06 00:00:00","1996-10-04","1996","1996-09-13",2,"$29.76","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$7.30",15,"0","Teatime Chocolate Biscuits",8,3,"10 boxes x 12 pieces","$9.20",25,0,5,0
"240","M","RICAR","Ricardo Adocicados","Brazil","$1,000.00",10299,"1996-09-06 00:00:00","1996-10-04","1996","1996-09-13",2,"$29.76","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil","$12.00",20,"0","Outback Lager",7,1,"24 - 355 ml bottles","$15.00",15,10,30,0
"408","M","MAGAA","Magazzini Alimentari Riuniti","Italy","$1,000.00",10300,"1996-09-09 00:00:00","1996-10-07","1996","1996-09-18",2,"$17.68","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","$13.60",30,"0","Louisiana Hot Spiced Okra",2,2,"24 - 8 oz jars","$17.00",4,100,20,0
"200","M","MAGAA","Magazzini Alimentari Riuniti","Italy","$1,000.00",10300,"1996-09-09 00:00:00","1996-10-07","1996","1996-09-18",2,"$17.68","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo",NULL,"24100","Italy","$10.00",20,"0","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"147","L","WANDK","Die Wandernde Kuh","Germany","$1,000.00",10301,"1996-09-09 00:00:00","1996-10-07","1996","1996-09-17",2,"$45.08","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany","$14.70",10,"0","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"608","M","WANDK","Die Wandernde Kuh","Germany","$1,000.00",10301,"1996-09-09 00:00:00","1996-10-07","1996","1996-09-17",2,"$45.08","Die Wandernde Kuh","Adenauerallee 900","Stuttgart",NULL,"70563","Germany","$30.40",20,"0","Gnocchi di nonna Alice",26,5,"24 - 250 g pkgs.","$38.00",21,10,30,0
"1248","H","SUPRD","Suprêmes délices","Belgium","$1,000.00",10302,"1996-09-10 00:00:00","1996-10-08","1996","1996-10-09",2,"$6.27","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$31.20",40,"0","Alice Mutton",7,6,"20 - 1 kg tins","$39.00",0,0,0,1
"1019.2","M","SUPRD","Suprêmes délices","Belgium","$1,000.00",10302,"1996-09-10 00:00:00","1996-10-08","1996","1996-10-09",2,"$6.27","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$36.40",28,"0","Rössle Sauerkraut",12,7,"25 - 825 g cans","$45.60",26,0,0,1
"441.6","M","SUPRD","Suprêmes délices","Belgium","$1,000.00",10302,"1996-09-10 00:00:00","1996-10-08","1996","1996-10-09",2,"$6.27","Suprêmes délices","Boulevard Tirou, 255","Charleroi",NULL,"B-6000","Belgium","$36.80",12,"0","Ipoh Coffee",20,1,"16 - 500 g tins","$46.00",17,10,25,0
"529.2","M","DOS  ","Godos Cocina Típica","Spain","$1,000.00",10303,"1996-09-11 00:00:00","1996-10-09","1996","1996-09-18",2,"$107.83","Godos Cocina Típica","C/ Romero, 33","Sevilla",NULL,"41101","Spain","$14.70",40,"0.1","Boston Crab Meat",19,8,"24 - 4 oz tins","$18.40",900,0,30,0
"453.6","M","DOS  ","Godos Cocina Típica","Spain","$1,000.00",10303,"1996-09-11 00:00:00","1996-10-09","1996","1996-09-18",2,"$107.83","Godos Cocina Típica","C/ Romero, 33","Sevilla",NULL,"41101","Spain","$16.80",30,"0.1","Louisiana Fiery Hot Pepper Sauce",2,2,"32 - 8 oz bottles","$21.05",76,0,0,0
"135","L","DOS  ","Godos Cocina Típica","Spain","$1,000.00",10303,"1996-09-11 00:00:00","1996-10-09","1996","1996-09-18",2,"$107.83","Godos Cocina Típica","C/ Romero, 33","Sevilla",NULL,"41101","Spain","$10.00",15,"0.1","Scottish Longbreads",8,3,"10 boxes x 8 pieces","$12.50",6,10,15,0
"480","M","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10304,"1996-09-12 00:00:00","1996-10-10","1996","1996-09-17",2,"$63.79","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$16.00",30,"0","Maxilaku",23,3,"24 - 50 g pkgs.","$20.00",10,60,15,0
"440","M","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10304,"1996-09-12 00:00:00","1996-10-10","1996","1996-09-17",2,"$63.79","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$44.00",10,"0","Raclette Courdavault",28,4,"5 kg pkg.","$55.00",79,0,0,0
"34.4","L","TORTU","Tortuga Restaurante","Mexico","$1,000.00",10304,"1996-09-12 00:00:00","1996-10-10","1996","1996-09-17",2,"$63.79","Tortuga Restaurante","Avda. Azteca 123","México D.F.",NULL,"05033","Mexico","$17.20",2,"0","Flotemysost",15,4,"10 - 500 g pkgs.","$21.50",26,0,0,0
"1125","M","OLDWO","Old World Delicatessen","USA","$1,000.00",10305,"1996-09-13 00:00:00","1996-10-11","1996","1996-10-09",3,"$257.62","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$50.00",25,"0.1","Carnarvon Tigers",7,8,"16 kg pkg.","$62.50",42,0,0,0
"2227.5","H","OLDWO","Old World Delicatessen","USA","$1,000.00",10305,"1996-09-13 00:00:00","1996-10-11","1996","1996-10-09",3,"$257.62","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA","$99.00",25,"0.1","Thüringer Rostbratwurst",12,6,"50 bags x 30 sausgs.","$123.79",0,0,0,1
